,Dia,Hora, P(MW), Q(Mvar),Nome Elo
Elo_XINGU-SE,05,10-30,1698.0,738.5600000000001,Elo_XINGU-SE
Elo_XINGU-SE,05,11-00,1703.0,741.6,Elo_XINGU-SE
Elo_XINGU-SE,05,11-30,1732.0,759.33,Elo_XINGU-SE
Elo_XINGU-SE,05,12-00,1998.0,873.03,Elo_XINGU-SE
Elo_XINGU-SE,05,12-30,1925.0,845.39,Elo_XINGU-SE
Elo_XINGU-SE,05,13-00,1782.0,790.24,Elo_XINGU-SE
Elo_XINGU-SE,05,13-30,2337.0,1018.63,Elo_XINGU-SE
Elo_XINGU-SE,05,14-00,2456.0,1036.14,Elo_XINGU-SE
Elo_XINGU-SE,05,14-30,2614.0,1125.52,Elo_XINGU-SE
Elo_XINGU-SE,05,15-00,2582.0,1107.22,Elo_XINGU-SE
Elo_XINGU-SE,05,15-30,2732.0,1193.78,Elo_XINGU-SE
Elo_XINGU-SE,05,16-00,2942.0,1339.6,Elo_XINGU-SE
Elo_XINGU-SE,05,16-30,3100.0,1414.72,Elo_XINGU-SE
Elo_XINGU-SE,05,17-00,2920.0,1305.1399999999999,Elo_XINGU-SE
Elo_XINGU-SE,05,17-30,2959.0,1349.63,Elo_XINGU-SE
Elo_XINGU-SE,05,18-00,3399.0,1515.24,Elo_XINGU-SE
Elo_XINGU-SE,05,18-30,3573.0,1584.93,Elo_XINGU-SE
Elo_XINGU-SE,05,19-00,3251.0,1462.21,Elo_XINGU-SE
Elo_XINGU-SE,05,19-30,2826.0,1249.06,Elo_XINGU-SE
Elo_XINGU-SE,05,20-00,2556.0,1092.44,Elo_XINGU-SE
Elo_XINGU-SE,05,20-30,2516.0,1069.8,Elo_XINGU-SE
Elo_XINGU-SE,05,21-00,2038.0,888.76,Elo_XINGU-SE
Elo_XINGU-SE,05,21-30,1942.0,851.7,Elo_XINGU-SE
Elo_XINGU-SE,05,22-00,1699.0,739.1700000000001,Elo_XINGU-SE
Elo_XINGU-SE,05,22-30,1674.0,724.02,Elo_XINGU-SE
Elo_XINGU-SE,05,23-00,1675.0,724.62,Elo_XINGU-SE
Elo_XINGU-SE,05,23-30,1566.0,659.85,Elo_XINGU-SE
Elo_XINGU-SE,06,00-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,00-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,01-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,01-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,02-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,02-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,03-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,03-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,04-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,04-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,05-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,05-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,06-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,09-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,09-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,10-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,10-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,11-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,11-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,12-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,12-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,13-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,14-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,06,14-30,379.0,114.89999999999999,Elo_XINGU-SE
Elo_XINGU-SE,06,15-00,538.0,174.94,Elo_XINGU-SE
Elo_XINGU-SE,06,15-30,537.0,165.22,Elo_XINGU-SE
Elo_XINGU-SE,06,16-00,558.0,172.88,Elo_XINGU-SE
Elo_XINGU-SE,06,16-30,595.0,186.66,Elo_XINGU-SE
Elo_XINGU-SE,06,17-00,784.0,262.52,Elo_XINGU-SE
Elo_XINGU-SE,06,17-30,1046.0,381.57000000000005,Elo_XINGU-SE
Elo_XINGU-SE,06,18-00,1062.0,389.32000000000005,Elo_XINGU-SE
Elo_XINGU-SE,06,18-30,1195.0,455.87,Elo_XINGU-SE
Elo_XINGU-SE,06,19-00,1083.0,399.59000000000003,Elo_XINGU-SE
Elo_XINGU-SE,06,19-30,795.0,267.2,Elo_XINGU-SE
Elo_XINGU-SE,06,20-00,797.0,268.06,Elo_XINGU-SE
Elo_XINGU-SE,06,20-30,778.0,259.97,Elo_XINGU-SE
Elo_XINGU-SE,06,21-00,694.0,225.29,Elo_XINGU-SE
Elo_XINGU-SE,06,21-30,780.0,260.82,Elo_XINGU-SE
Elo_XINGU-SE,06,22-00,440.0,137.13,Elo_XINGU-SE
Elo_XINGU-SE,06,22-30,428.0,132.68,Elo_XINGU-SE
Elo_XINGU-SE,06,23-00,422.0,130.47,Elo_XINGU-SE
Elo_XINGU-SE,06,23-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,00-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,00-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,01-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,01-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,02-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,02-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,03-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,03-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,04-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,04-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,05-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,05-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,06-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,09-00,600.0,200.12,Elo_XINGU-SE
Elo_XINGU-SE,07,09-30,622.0,209.28,Elo_XINGU-SE
Elo_XINGU-SE,07,10-00,590.0,195.99,Elo_XINGU-SE
Elo_XINGU-SE,07,10-30,601.0,200.53,Elo_XINGU-SE
Elo_XINGU-SE,07,11-00,701.0,243.14000000000001,Elo_XINGU-SE
Elo_XINGU-SE,07,11-30,563.0,184.98000000000002,Elo_XINGU-SE
Elo_XINGU-SE,07,12-00,569.0,187.41000000000003,Elo_XINGU-SE
Elo_XINGU-SE,07,12-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,13-00,376.0,113.83,Elo_XINGU-SE
Elo_XINGU-SE,07,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,07,14-00,434.0,134.89999999999998,Elo_XINGU-SE
Elo_XINGU-SE,07,14-30,702.0,231.62,Elo_XINGU-SE
Elo_XINGU-SE,07,15-00,727.0,242.05,Elo_XINGU-SE
Elo_XINGU-SE,07,15-30,701.0,231.2,Elo_XINGU-SE
Elo_XINGU-SE,07,16-00,765.0,254.48999999999998,Elo_XINGU-SE
Elo_XINGU-SE,07,16-30,1168.0,442.07000000000005,Elo_XINGU-SE
Elo_XINGU-SE,07,17-00,894.0,310.63,Elo_XINGU-SE
Elo_XINGU-SE,07,17-30,1231.0,474.5,Elo_XINGU-SE
Elo_XINGU-SE,07,18-00,1256.0,487.59000000000003,Elo_XINGU-SE
Elo_XINGU-SE,07,18-30,3004.0,1301.6699999999998,Elo_XINGU-SE
Elo_XINGU-SE,07,19-00,3070.0,1340.85,Elo_XINGU-SE
Elo_XINGU-SE,07,19-30,2158.0,834.99,Elo_XINGU-SE
Elo_XINGU-SE,07,20-00,3084.0,1349.23,Elo_XINGU-SE
Elo_XINGU-SE,07,20-30,3302.0,1481.6899999999998,Elo_XINGU-SE
Elo_XINGU-SE,07,21-00,2918.0,1251.1699999999998,Elo_XINGU-SE
Elo_XINGU-SE,07,21-30,2608.0,1074.79,Elo_XINGU-SE
Elo_XINGU-SE,07,22-00,1901.0,865.53,Elo_XINGU-SE
Elo_XINGU-SE,07,22-30,1657.0,713.78,Elo_XINGU-SE
Elo_XINGU-SE,07,23-00,1871.0,846.32,Elo_XINGU-SE
Elo_XINGU-SE,07,23-30,2140.0,825.8100000000001,Elo_XINGU-SE
Elo_XINGU-SE,08,00-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,00-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,01-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,01-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,02-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,02-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,03-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,03-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,04-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,04-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,05-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,05-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,06-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,06-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,07-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,07-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,08-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,08-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,09-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,09-30,667.0,217.27,Elo_XINGU-SE
Elo_XINGU-SE,08,10-00,721.0,236.25,Elo_XINGU-SE
Elo_XINGU-SE,08,10-30,1197.0,456.90000000000003,Elo_XINGU-SE
Elo_XINGU-SE,08,11-00,990.0,354.85,Elo_XINGU-SE
Elo_XINGU-SE,08,11-30,422.0,125.47999999999999,Elo_XINGU-SE
Elo_XINGU-SE,08,12-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,12-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,08,13-00,587.0,183.65,Elo_XINGU-SE
Elo_XINGU-SE,08,13-30,1829.0,832.6800000000001,Elo_XINGU-SE
Elo_XINGU-SE,08,14-00,2278.0,915.33,Elo_XINGU-SE
Elo_XINGU-SE,08,14-30,2500.0,1035.69,Elo_XINGU-SE
Elo_XINGU-SE,08,15-00,2841.0,1281.08,Elo_XINGU-SE
Elo_XINGU-SE,08,15-30,2955.0,1347.26,Elo_XINGU-SE
Elo_XINGU-SE,08,16-00,3560.0,1536.48,Elo_XINGU-SE
Elo_XINGU-SE,08,16-30,3317.0,1572.71,Elo_XINGU-SE
Elo_XINGU-SE,08,17-00,3414.0,1636.9,Elo_XINGU-SE
Elo_XINGU-SE,08,17-30,3614.0,1564.6799999999998,Elo_XINGU-SE
Elo_XINGU-SE,08,18-00,4536.0,2089.26,Elo_XINGU-SE
Elo_XINGU-SE,08,18-30,4410.0,2012.96,Elo_XINGU-SE
Elo_XINGU-SE,08,19-00,4224.0,1902.92,Elo_XINGU-SE
Elo_XINGU-SE,08,19-30,3928.0,1734.3600000000001,Elo_XINGU-SE
Elo_XINGU-SE,08,20-00,3070.0,1416.4099999999999,Elo_XINGU-SE
Elo_XINGU-SE,08,20-30,2224.0,886.7900000000001,Elo_XINGU-SE
Elo_XINGU-SE,08,21-00,3556.0,1534.4,Elo_XINGU-SE
Elo_XINGU-SE,08,21-30,3336.0,1585.1599999999999,Elo_XINGU-SE
Elo_XINGU-SE,08,22-00,3421.0,1641.6,Elo_XINGU-SE
Elo_XINGU-SE,08,22-30,2324.0,939.87,Elo_XINGU-SE
Elo_XINGU-SE,08,23-00,1389.0,559.27,Elo_XINGU-SE
Elo_XINGU-SE,08,23-30,1463.0,600.61,Elo_XINGU-SE
Elo_XINGU-SE,09,00-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,00-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,01-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,01-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,02-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,02-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,03-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,03-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,04-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,04-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,05-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,05-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,06-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,09,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,09-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,09-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,10-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,10-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,11-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,11-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,12-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,12-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,13-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,14-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,14-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,15-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,15-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,16-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,16-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,17-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,17-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,18-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,18-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,19-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,19-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,20-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,20-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,21-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,21-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,22-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,22-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,09,23-00,783.0,262.09000000000003,Elo_XINGU-SE
Elo_XINGU-SE,09,23-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,00-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,00-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,01-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,01-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,02-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,02-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,03-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,03-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,04-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,04-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,05-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,05-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,06-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,09-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,09-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,10-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,10-30,611.0,192.73,Elo_XINGU-SE
Elo_XINGU-SE,10,11-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,11-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,12-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,12-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,13-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,14-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,14-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,15-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,15-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,16-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,16-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,17-00,370.0,108.78,Elo_XINGU-SE
Elo_XINGU-SE,10,17-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,18-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,18-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,19-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,19-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,20-00,1877.0,828.0,Elo_XINGU-SE
Elo_XINGU-SE,10,20-30,1716.0,749.53,Elo_XINGU-SE
Elo_XINGU-SE,10,21-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,21-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,22-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,22-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,23-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,10,23-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,00-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,00-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,01-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,01-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,02-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,02-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,03-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,03-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,04-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,04-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,05-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,05-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,06-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,09-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,09-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,10-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,10-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,11-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,11-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,12-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,12-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,13-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,14-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,14-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,15-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,15-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,16-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,16-30,1800.0,801.47,Elo_XINGU-SE
Elo_XINGU-SE,11,17-00,3042.0,1379.1,Elo_XINGU-SE
Elo_XINGU-SE,11,17-30,2120.0,922.27,Elo_XINGU-SE
Elo_XINGU-SE,11,18-00,2157.0,937.9200000000001,Elo_XINGU-SE
Elo_XINGU-SE,11,18-30,2938.0,1315.96,Elo_XINGU-SE
Elo_XINGU-SE,11,19-00,2352.0,978.5999999999999,Elo_XINGU-SE
Elo_XINGU-SE,11,19-30,1308.0,515.2,Elo_XINGU-SE
Elo_XINGU-SE,11,20-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,20-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,21-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,21-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,22-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,22-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,23-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,11,23-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,00-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,00-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,01-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,01-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,02-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,02-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,03-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,03-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,04-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,04-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,05-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,05-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,06-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,06-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,07-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,07-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,08-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,08-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,09-00,334.0,97.72,Elo_XINGU-SE
Elo_XINGU-SE,12,09-30,316.0,92.34,Elo_XINGU-SE
Elo_XINGU-SE,12,10-00,345.0,101.06,Elo_XINGU-SE
Elo_XINGU-SE,12,10-30,344.0,100.75,Elo_XINGU-SE
Elo_XINGU-SE,12,11-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,11-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,12-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,12-30,416.0,123.50999999999999,Elo_XINGU-SE
Elo_XINGU-SE,12,13-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,13-30,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,14-00,300.0,87.65,Elo_XINGU-SE
Elo_XINGU-SE,12,14-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,12,15-00,403.0,119.32,Elo_XINGU-SE
Elo_XINGU-SE,12,15-30,558.0,172.88,Elo_XINGU-SE
Elo_XINGU-SE,12,16-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,12,16-30,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,12,17-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,12,17-30,973.0,346.87,Elo_XINGU-SE
Elo_XINGU-SE,12,18-00,1198.0,457.41,Elo_XINGU-SE
Elo_XINGU-SE,12,18-30,1304.0,513.06,Elo_XINGU-SE
Elo_XINGU-SE,12,19-00,860.0,295.46000000000004,Elo_XINGU-SE
Elo_XINGU-SE,12,19-30,797.0,268.06,Elo_XINGU-SE
Elo_XINGU-SE,12,20-00,571.0,177.68,Elo_XINGU-SE
Elo_XINGU-SE,12,20-30,454.0,136.16,Elo_XINGU-SE
Elo_XINGU-SE,12,21-00,484.0,146.44,Elo_XINGU-SE
Elo_XINGU-SE,12,21-30,407.0,120.66,Elo_XINGU-SE
Elo_XINGU-SE,12,22-00,400.0,118.32,Elo_XINGU-SE
Elo_XINGU-SE,12,22-30,400.0,118.32,Elo_XINGU-SE
