,Dia,Hora,MW:From-To,Mvar:From-To
Fluxo_NE-N,19,10-30,1010.4,96.5
Fluxo_NE-N,19,11-00,1099.8,92.60000000000001
Fluxo_NE-N,19,11-30,1223.9,124.5
Fluxo_NE-N,19,12-00,1345.0,171.4
Fluxo_NE-N,19,12-30,1414.6,154.0
Fluxo_NE-N,19,13-00,1577.1,151.10000000000002
Fluxo_NE-N,19,13-30,1581.6,140.3
Fluxo_NE-N,19,14-00,1571.1,125.50000000000001
Fluxo_NE-N,19,14-30,1563.2,117.6
Fluxo_NE-N,19,15-00,1724.0,111.40000000000002
Fluxo_NE-N,19,15-30,1961.8,83.7
Fluxo_NE-N,19,16-00,2072.8,95.6
Fluxo_NE-N,19,16-30,2001.4,75.0
Fluxo_NE-N,19,17-00,1760.1,145.9
Fluxo_NE-N,19,17-30,1310.1,110.40000000000002
Fluxo_NE-N,19,18-00,1099.4,95.2
Fluxo_NE-N,19,18-30,981.0999999999999,29.0
Fluxo_NE-N,19,19-00,769.6,-14.099999999999994
Fluxo_NE-N,19,19-30,628.7,71.30000000000001
Fluxo_NE-N,19,20-00,517.4,7.700000000000003
Fluxo_NE-N,19,20-30,560.6,33.89999999999998
Fluxo_NE-N,19,21-00,545.7,11.899999999999991
Fluxo_NE-N,19,21-30,581.1,82.5
Fluxo_NE-N,19,22-00,495.1,27.59999999999998
Fluxo_NE-N,19,22-30,226.60000000000002,88.29999999999998
Fluxo_NE-N,19,23-00,80.69999999999999,41.79999999999998
Fluxo_NE-N,19,23-30,117.20000000000002,37.69999999999999
Fluxo_NE-N,20,00-00,508.40000000000003,32.8
Fluxo_NE-N,20,00-30,1133.3,122.60000000000002
Fluxo_NE-N,20,01-00,1356.4,139.5
Fluxo_NE-N,20,01-30,1411.7,151.8
Fluxo_NE-N,20,02-00,1354.5,127.0
Fluxo_NE-N,20,02-30,1347.5,162.4
Fluxo_NE-N,20,03-00,1106.7,144.2
Fluxo_NE-N,20,03-30,997.2,152.39999999999998
Fluxo_NE-N,20,04-00,877.1,167.2
Fluxo_NE-N,20,04-30,759.0,111.6
Fluxo_NE-N,20,05-00,699.3,69.2
Fluxo_NE-N,20,05-30,625.2,95.10000000000001
Fluxo_NE-N,20,06-00,586.3,154.2
Fluxo_NE-N,20,06-30,647.0,68.69999999999999
Fluxo_NE-N,20,07-00,659.0999999999999,68.2
Fluxo_NE-N,20,07-30,529.5999999999999,46.39999999999999
Fluxo_NE-N,20,08-00,505.20000000000005,46.29999999999998
Fluxo_NE-N,20,08-30,387.20000000000005,38.099999999999994
Fluxo_NE-N,20,09-00,302.7,1.0000000000000142
Fluxo_NE-N,20,09-30,360.6,11.800000000000011
Fluxo_NE-N,20,10-00,674.1,48.70000000000002
Fluxo_NE-N,20,10-30,781.7,95.5
Fluxo_NE-N,20,11-00,807.3,71.30000000000001
Fluxo_NE-N,20,11-30,826.1,61.0
Fluxo_NE-N,20,12-00,920.7,93.79999999999998
Fluxo_NE-N,20,12-30,938.8000000000001,87.8
Fluxo_NE-N,20,13-00,1170.6,88.4
Fluxo_NE-N,20,13-30,1131.7,106.7
Fluxo_NE-N,20,14-00,1098.9,89.7
Fluxo_NE-N,20,14-30,1007.3,72.5
Fluxo_NE-N,20,15-00,974.8,118.6
Fluxo_NE-N,20,15-30,937.1,59.89999999999999
Fluxo_NE-N,20,16-00,837.5,27.900000000000006
Fluxo_NE-N,20,16-30,784.3,32.099999999999994
Fluxo_NE-N,20,17-00,623.0,17.700000000000017
Fluxo_NE-N,20,17-30,400.9,-8.100000000000009
Fluxo_NE-N,20,18-00,421.1,-20.89999999999999
Fluxo_NE-N,20,18-30,466.3,-70.80000000000001
Fluxo_NE-N,20,19-00,305.8,-68.29999999999998
Fluxo_NE-N,20,19-30,167.20000000000002,-72.0
Fluxo_NE-N,20,20-00,-28.5,-86.5
Fluxo_NE-N,20,20-30,-37.79999999999998,-121.20000000000002
Fluxo_NE-N,20,21-00,-104.1,-38.5
Fluxo_NE-N,20,21-30,-111.4,-0.09999999999999432
Fluxo_NE-N,20,22-00,-208.89999999999998,1.90000000000002
Fluxo_NE-N,20,22-30,-596.8,-16.200000000000003
Fluxo_NE-N,20,23-00,-674.8,-0.5000000000000142
Fluxo_NE-N,20,23-30,-563.6,22.099999999999994
Fluxo_NE-N,21,00-00,365.7,57.0
Fluxo_NE-N,21,00-30,669.8,43.099999999999994
Fluxo_NE-N,21,01-00,721.7,23.299999999999997
Fluxo_NE-N,21,01-30,639.9,87.2
Fluxo_NE-N,21,02-00,628.0,63.69999999999999
Fluxo_NE-N,21,02-30,677.1,61.400000000000006
Fluxo_NE-N,21,03-00,445.9,13.599999999999994
Fluxo_NE-N,21,03-30,322.1,-23.499999999999986
Fluxo_NE-N,21,04-00,257.1,29.700000000000017
Fluxo_NE-N,21,04-30,146.8,88.49999999999999
Fluxo_NE-N,21,05-00,107.29999999999998,65.89999999999999
Fluxo_NE-N,21,05-30,73.69999999999999,79.4
Fluxo_NE-N,21,06-00,-118.80000000000001,-1.1000000000000085
Fluxo_NE-N,21,06-30,45.30000000000001,29.299999999999997
Fluxo_NE-N,21,07-00,109.1,58.20000000000002
Fluxo_NE-N,21,07-30,30.80000000000001,61.2
Fluxo_NE-N,21,08-00,-109.19999999999999,11.5
Fluxo_NE-N,21,08-30,-184.59999999999997,-18.29999999999999
Fluxo_NE-N,21,09-00,-371.8,-14.5
Fluxo_NE-N,21,09-30,-393.4,-40.2
Fluxo_NE-N,21,10-00,81.69999999999999,6.000000000000014
Fluxo_NE-N,21,10-30,214.0,19.80000000000001
Fluxo_NE-N,21,11-00,334.3,27.5
Fluxo_NE-N,21,11-30,405.8,76.3
Fluxo_NE-N,21,12-00,434.4,44.400000000000006
Fluxo_NE-N,21,12-30,467.6,23.0
Fluxo_NE-N,21,13-00,491.0,56.60000000000001
Fluxo_NE-N,21,13-30,371.3,23.600000000000023
Fluxo_NE-N,21,14-00,459.0,27.59999999999998
Fluxo_NE-N,21,14-30,691.2,46.90000000000002
Fluxo_NE-N,21,15-00,1006.6,79.2
Fluxo_NE-N,21,15-30,1204.6,103.29999999999998
Fluxo_NE-N,21,16-00,1158.3,105.1
Fluxo_NE-N,21,16-30,908.3,40.80000000000001
Fluxo_NE-N,21,17-00,675.7,3.1999999999999886
Fluxo_NE-N,21,17-30,381.3,-21.200000000000003
Fluxo_NE-N,21,18-00,487.4,19.19999999999999
Fluxo_NE-N,21,18-30,454.0,-40.5
Fluxo_NE-N,21,19-00,419.1,-71.29999999999998
Fluxo_NE-N,21,19-30,325.7,-57.300000000000026
Fluxo_NE-N,21,20-00,224.8,-63.6
Fluxo_NE-N,21,20-30,151.0,-69.6
Fluxo_NE-N,21,21-00,221.00000000000003,-1.0
Fluxo_NE-N,21,21-30,189.5,23.39999999999999
Fluxo_NE-N,21,22-00,30.69999999999999,37.30000000000001
Fluxo_NE-N,21,22-30,-295.5,33.099999999999994
Fluxo_NE-N,21,23-00,-463.2,-9.29999999999999
Fluxo_NE-N,21,23-30,-606.0,4.6000000000000085
Fluxo_NE-N,22,00-00,-233.20000000000002,-8.59999999999998
Fluxo_NE-N,22,00-30,-147.90000000000003,-30.60000000000001
Fluxo_NE-N,22,01-00,254.70000000000002,3.5
Fluxo_NE-N,22,01-30,481.7,33.900000000000006
Fluxo_NE-N,22,02-00,518.0999999999999,91.9
Fluxo_NE-N,22,02-30,332.20000000000005,106.39999999999999
Fluxo_NE-N,22,03-00,365.0,69.7
Fluxo_NE-N,22,03-30,318.1,33.2
Fluxo_NE-N,22,04-00,229.6,40.2
Fluxo_NE-N,22,04-30,168.9,55.499999999999986
Fluxo_NE-N,22,05-00,154.90000000000003,82.60000000000001
Fluxo_NE-N,22,05-30,116.79999999999998,22.099999999999994
Fluxo_NE-N,22,06-00,-60.400000000000006,7.800000000000011
Fluxo_NE-N,22,06-30,-36.0,-18.5
Fluxo_NE-N,22,07-00,134.6,29.19999999999999
Fluxo_NE-N,22,07-30,151.2,27.5
Fluxo_NE-N,22,08-00,80.60000000000001,16.69999999999999
Fluxo_NE-N,22,08-30,47.79999999999998,6.799999999999997
Fluxo_NE-N,22,09-00,61.79999999999998,-16.9
Fluxo_NE-N,22,09-30,80.1,37.89999999999999
Fluxo_NE-N,22,10-00,349.5,30.200000000000017
Fluxo_NE-N,22,10-30,403.79999999999995,12.999999999999986
Fluxo_NE-N,22,11-00,485.7,-2.5999999999999943
Fluxo_NE-N,22,11-30,587.8,44.30000000000001
Fluxo_NE-N,22,12-00,671.2,33.29999999999998
Fluxo_NE-N,22,12-30,756.5,92.29999999999998
Fluxo_NE-N,22,13-00,788.8,76.69999999999999
Fluxo_NE-N,22,13-30,702.9,58.30000000000001
Fluxo_NE-N,22,14-00,634.2,33.70000000000002
Fluxo_NE-N,22,14-30,590.8000000000001,33.89999999999999
Fluxo_NE-N,22,15-00,768.8,49.0
Fluxo_NE-N,22,15-30,1002.4000000000001,109.30000000000001
Fluxo_NE-N,22,16-00,1133.6,109.10000000000001
Fluxo_NE-N,22,16-30,1140.9,132.6
Fluxo_NE-N,22,17-00,957.3000000000001,80.7
Fluxo_NE-N,22,17-30,569.0,24.099999999999994
Fluxo_NE-N,22,18-00,806.3,44.39999999999999
Fluxo_NE-N,22,18-30,919.0,16.60000000000001
Fluxo_NE-N,22,19-00,868.5999999999999,-15.600000000000009
Fluxo_NE-N,22,19-30,1078.7,20.299999999999997
Fluxo_NE-N,22,20-00,1066.1,40.19999999999999
Fluxo_NE-N,22,20-30,1086.3,63.7
Fluxo_NE-N,22,21-00,1361.4,134.2
Fluxo_NE-N,22,21-30,1293.7,134.0
Fluxo_NE-N,22,22-00,1424.0,118.80000000000001
Fluxo_NE-N,22,22-30,1444.7,184.49999999999997
Fluxo_NE-N,22,23-00,1523.2,169.6
Fluxo_NE-N,22,23-30,1319.8,164.9
Fluxo_NE-N,23,00-00,1241.3999999999999,91.1
Fluxo_NE-N,23,00-30,1369.2,107.89999999999998
Fluxo_NE-N,23,01-00,1564.9,137.70000000000002
Fluxo_NE-N,23,01-30,1527.0,145.10000000000002
Fluxo_NE-N,23,02-00,1586.0,168.9
Fluxo_NE-N,23,02-30,1630.0,161.4
Fluxo_NE-N,23,03-00,1013.5,67.9
Fluxo_NE-N,23,03-30,915.5999999999999,121.4
Fluxo_NE-N,23,04-00,841.6,57.19999999999999
Fluxo_NE-N,23,04-30,760.0,53.0
Fluxo_NE-N,23,05-00,799.5,94.4
Fluxo_NE-N,23,05-30,981.8,132.5
Fluxo_NE-N,23,06-00,400.79999999999995,102.8
Fluxo_NE-N,23,06-30,634.7,78.2
Fluxo_NE-N,23,07-00,825.1,192.5
Fluxo_NE-N,23,07-30,1016.5,204.8
Fluxo_NE-N,23,08-00,1073.9,160.7
Fluxo_NE-N,23,08-30,1022.5999999999999,95.0
Fluxo_NE-N,23,09-00,1033.8,111.10000000000001
Fluxo_NE-N,23,09-30,1035.6,73.8
Fluxo_NE-N,23,10-00,1099.4,68.7
Fluxo_NE-N,23,10-30,1134.1,104.59999999999998
Fluxo_NE-N,23,11-00,1167.0,102.5
Fluxo_NE-N,23,11-30,1140.0,102.0
Fluxo_NE-N,23,12-00,1230.9,84.5
Fluxo_NE-N,23,12-30,1281.3,121.10000000000001
Fluxo_NE-N,23,13-00,1291.2,113.80000000000001
Fluxo_NE-N,23,13-30,1242.9,80.8
Fluxo_NE-N,23,14-00,1411.8,108.49999999999999
Fluxo_NE-N,23,14-30,1502.8,135.5
Fluxo_NE-N,23,15-00,1752.3000000000002,160.29999999999998
Fluxo_NE-N,23,15-30,1744.8,162.2
Fluxo_NE-N,23,16-00,1663.6,150.0
Fluxo_NE-N,23,16-30,1467.2,128.0
Fluxo_NE-N,23,17-00,1104.4,40.500000000000014
Fluxo_NE-N,23,17-30,877.2,21.400000000000006
Fluxo_NE-N,23,18-00,974.2,45.400000000000006
Fluxo_NE-N,23,18-30,818.2,-38.00000000000001
Fluxo_NE-N,23,19-00,864.7,13.0
Fluxo_NE-N,23,19-30,1043.0,49.39999999999999
Fluxo_NE-N,23,20-00,1170.2,91.4
Fluxo_NE-N,23,20-30,1124.6,74.7
Fluxo_NE-N,23,21-00,1347.5,107.1
Fluxo_NE-N,23,21-30,1075.4,85.0
Fluxo_NE-N,23,22-00,1087.9,74.3
Fluxo_NE-N,23,22-30,1113.1,76.89999999999999
Fluxo_NE-N,23,23-00,1075.3,75.6
Fluxo_NE-N,23,23-30,1171.2,83.6
Fluxo_NE-N,24,00-00,1046.6,69.49999999999997
Fluxo_NE-N,24,00-30,1310.3,82.4
Fluxo_NE-N,24,01-00,1363.7,103.5
Fluxo_NE-N,24,01-30,1432.9,121.79999999999998
Fluxo_NE-N,24,02-00,1594.4,170.8
Fluxo_NE-N,24,02-30,1669.5,191.6
Fluxo_NE-N,24,03-00,982.8,38.500000000000014
Fluxo_NE-N,24,03-30,1051.8000000000002,89.30000000000001
Fluxo_NE-N,24,04-00,1053.4,93.1
Fluxo_NE-N,24,04-30,1048.3,77.0
Fluxo_NE-N,24,05-00,1151.7,145.8
Fluxo_NE-N,24,05-30,1337.1999999999998,187.7
Fluxo_NE-N,24,06-00,1481.6,206.6
Fluxo_NE-N,24,06-30,1529.6999999999998,190.7
Fluxo_NE-N,24,07-00,1713.5,234.0
Fluxo_NE-N,24,07-30,1905.1,209.8
Fluxo_NE-N,24,08-00,2017.8,225.5
Fluxo_NE-N,24,08-30,2097.5,276.5
Fluxo_NE-N,24,09-00,2081.4,236.0
Fluxo_NE-N,24,09-30,2024.2,224.0
Fluxo_NE-N,24,10-00,2175.9,253.3
Fluxo_NE-N,24,10-30,2229.8,269.20000000000005
Fluxo_NE-N,24,11-00,2148.9,254.6
Fluxo_NE-N,24,11-30,2087.6,264.5
Fluxo_NE-N,24,12-00,2102.1,226.3
Fluxo_NE-N,24,12-30,2099.9,223.1
Fluxo_NE-N,24,13-00,2067.0,224.2
Fluxo_NE-N,24,13-30,2043.7,226.8
Fluxo_NE-N,24,14-00,2038.7,228.09999999999997
Fluxo_NE-N,24,14-30,2067.8,230.29999999999998
Fluxo_NE-N,24,15-00,2936.6,388.9
Fluxo_NE-N,24,15-30,2907.0,391.4
Fluxo_NE-N,24,16-00,2792.6,354.4
Fluxo_NE-N,24,16-30,2530.2,301.9
Fluxo_NE-N,24,17-00,2192.6,272.9
Fluxo_NE-N,24,17-30,1735.6,185.89999999999998
Fluxo_NE-N,24,18-00,1950.1,182.20000000000002
Fluxo_NE-N,24,18-30,2177.0,192.10000000000002
Fluxo_NE-N,24,19-00,2157.1,191.8
Fluxo_NE-N,24,19-30,1772.3,186.70000000000002
Fluxo_NE-N,24,20-00,1701.5,220.10000000000002
Fluxo_NE-N,24,20-30,1541.7,152.3
Fluxo_NE-N,24,21-00,731.7,59.39999999999999
Fluxo_NE-N,24,21-30,1259.9,115.79999999999998
Fluxo_NE-N,24,22-00,1432.1,150.0
Fluxo_NE-N,24,22-30,1335.8,146.5
Fluxo_NE-N,24,23-00,1130.0,114.30000000000004
Fluxo_NE-N,24,23-30,1214.8999999999999,66.99999999999999
Fluxo_NE-N,25,00-00,1148.8,95.4
Fluxo_NE-N,25,00-30,1314.9,109.09999999999997
Fluxo_NE-N,25,01-00,1522.5,152.9
Fluxo_NE-N,25,01-30,1415.7,128.70000000000002
Fluxo_NE-N,25,02-00,1509.1,184.5
Fluxo_NE-N,25,02-30,1731.1,222.2
Fluxo_NE-N,25,03-00,1908.0,240.5
Fluxo_NE-N,25,03-30,2027.4,264.1
Fluxo_NE-N,25,04-00,2071.4,264.4
Fluxo_NE-N,25,04-30,2063.9,273.20000000000005
Fluxo_NE-N,25,05-00,2032.6,256.29999999999995
Fluxo_NE-N,25,05-30,2012.0,276.5
Fluxo_NE-N,25,06-00,2072.3999999999996,264.0
Fluxo_NE-N,25,06-30,2183.7,276.40000000000003
Fluxo_NE-N,25,07-00,2379.9,275.5
Fluxo_NE-N,25,07-30,2483.3,172.00000000000003
Fluxo_NE-N,25,08-00,2473.5,52.29999999999998
Fluxo_NE-N,25,08-30,2457.1000000000004,9.199999999999989
Fluxo_NE-N,25,09-00,2387.1,12.700000000000003
Fluxo_NE-N,25,09-30,2329.8,60.19999999999999
Fluxo_NE-N,25,10-00,2499.1,157.09999999999997
Fluxo_NE-N,25,10-30,2360.3,100.9
Fluxo_NE-N,25,11-00,2242.9,31.700000000000017
Fluxo_NE-N,25,11-30,2227.0,101.70000000000002
Fluxo_NE-N,25,12-00,2249.8,173.39999999999998
Fluxo_NE-N,25,12-30,2439.4,150.3
Fluxo_NE-N,25,13-00,2762.6,188.1
Fluxo_NE-N,25,13-30,2571.5,146.20000000000002
Fluxo_NE-N,25,14-00,2425.9,158.3
Fluxo_NE-N,25,14-30,2471.7,159.1
Fluxo_NE-N,25,15-00,3004.8,266.8
Fluxo_NE-N,25,15-30,3307.6,231.2
Fluxo_NE-N,25,16-00,3261.1,263.8
Fluxo_NE-N,25,16-30,3109.3,177.9
Fluxo_NE-N,25,17-00,2793.0,164.59999999999997
Fluxo_NE-N,25,17-30,2064.0,175.6
Fluxo_NE-N,25,18-00,3427.3,180.0
Fluxo_NE-N,25,18-30,4463.7,264.90000000000003
Fluxo_NE-N,25,19-00,4138.1,155.5
Fluxo_NE-N,25,19-30,3729.6,153.20000000000002
Fluxo_NE-N,25,20-00,2902.4,179.00000000000003
Fluxo_NE-N,25,20-30,2627.5,144.50000000000003
Fluxo_NE-N,25,21-00,3341.5,238.6
Fluxo_NE-N,25,21-30,3117.0,264.2
Fluxo_NE-N,25,22-00,2758.1,248.89999999999998
Fluxo_NE-N,25,22-30,2231.7,221.1
Fluxo_NE-N,25,23-00,2133.7,195.3
Fluxo_NE-N,25,23-30,2086.7,214.8
Fluxo_NE-N,26,00-00,2565.0,299.4
Fluxo_NE-N,26,00-30,2911.4,389.5
Fluxo_NE-N,26,01-00,2743.3,376.6
Fluxo_NE-N,26,01-30,2768.8,381.19999999999993
Fluxo_NE-N,26,02-00,2704.2,380.6
Fluxo_NE-N,26,02-30,2588.4,369.4
Fluxo_NE-N,26,03-00,2566.1,373.4
Fluxo_NE-N,26,03-30,2613.4,394.7
Fluxo_NE-N,26,04-00,2650.3,388.3
Fluxo_NE-N,26,04-30,2690.1,386.79999999999995
Fluxo_NE-N,26,05-00,2771.1,356.3
Fluxo_NE-N,26,05-30,2800.0,341.29999999999995
Fluxo_NE-N,26,06-00,3023.4,384.0
Fluxo_NE-N,26,06-30,3671.7,443.2
Fluxo_NE-N,26,07-00,5672.6,508.5
Fluxo_NE-N,26,07-30,5636.7,439.40000000000003
Fluxo_NE-N,26,08-00,5608.2,393.80000000000007
Fluxo_NE-N,26,08-30,5615.0,391.0
Fluxo_NE-N,26,09-00,5616.6,451.00000000000006
Fluxo_NE-N,26,09-30,5581.4,399.5
Fluxo_NE-N,26,10-00,5633.6,392.5
Fluxo_NE-N,26,10-30,5619.9,436.6
Fluxo_NE-N,26,11-00,5557.2,435.0
Fluxo_NE-N,26,11-30,5606.3,465.0
Fluxo_NE-N,26,12-00,5597.6,394.1
Fluxo_NE-N,26,12-30,5568.1,473.6
Fluxo_NE-N,26,13-00,5359.6,384.3
Fluxo_NE-N,26,13-30,4341.8,125.69999999999999
Fluxo_NE-N,26,14-00,4004.6,256.4
Fluxo_NE-N,26,14-30,3971.8,283.8
Fluxo_NE-N,26,15-00,4264.3,158.10000000000002
Fluxo_NE-N,26,15-30,4026.7,208.70000000000002
Fluxo_NE-N,26,16-00,3590.8,183.5
Fluxo_NE-N,26,16-30,3402.3999999999996,189.70000000000002
Fluxo_NE-N,26,17-00,2504.4,145.50000000000003
Fluxo_NE-N,26,17-30,2119.7,94.49999999999999
Fluxo_NE-N,26,18-00,4572.0,200.0
Fluxo_NE-N,26,18-30,4670.8,238.39999999999998
Fluxo_NE-N,26,19-00,4721.4,249.4
Fluxo_NE-N,26,19-30,4106.0,72.30000000000001
Fluxo_NE-N,26,20-00,3212.9,185.7
Fluxo_NE-N,26,20-30,2958.6,171.8
Fluxo_NE-N,26,21-00,3897.5,158.59999999999997
Fluxo_NE-N,26,21-30,3472.5,287.9
Fluxo_NE-N,26,22-00,3164.9,253.7
Fluxo_NE-N,26,22-30,2463.4,260.5
Fluxo_NE-N,26,23-00,2260.4,113.1
Fluxo_NE-N,26,23-30,2237.1,239.8
Fluxo_NE-N,27,00-00,2557.1,275.9
Fluxo_NE-N,27,00-30,3142.7,390.2
Fluxo_NE-N,27,01-00,2976.5,396.7
Fluxo_NE-N,27,01-30,2907.7,382.3
Fluxo_NE-N,27,02-00,2872.1,380.90000000000003
Fluxo_NE-N,27,02-30,2890.0,411.3
Fluxo_NE-N,27,03-00,2726.6,347.3
Fluxo_NE-N,27,03-30,2800.8,380.1
Fluxo_NE-N,27,04-00,2871.7000000000003,368.0
Fluxo_NE-N,27,04-30,2724.2,370.6
Fluxo_NE-N,27,05-00,2668.1000000000004,333.29999999999995
Fluxo_NE-N,27,05-30,2745.2,358.0
Fluxo_NE-N,27,06-00,3169.0,382.90000000000003
Fluxo_NE-N,27,06-30,4436.5,418.2
Fluxo_NE-N,27,07-00,4731.5,238.20000000000002
Fluxo_NE-N,27,07-30,5330.4,356.3
Fluxo_NE-N,27,08-00,5477.9,390.1
Fluxo_NE-N,27,08-30,5505.5,399.49999999999994
Fluxo_NE-N,27,09-00,5540.0,381.9
Fluxo_NE-N,27,09-30,5512.1,451.80000000000007
Fluxo_NE-N,27,10-00,5565.8,381.7
Fluxo_NE-N,27,10-30,5604.9,358.4
Fluxo_NE-N,27,11-00,5621.0,414.2
Fluxo_NE-N,27,11-30,4687.6,112.4
Fluxo_NE-N,27,12-00,4421.3,111.10000000000002
Fluxo_NE-N,27,12-30,4164.9,164.49999999999997
Fluxo_NE-N,27,13-00,4072.3,167.40000000000003
Fluxo_NE-N,27,13-30,3646.7,193.0
Fluxo_NE-N,27,14-00,3722.4,216.89999999999998
Fluxo_NE-N,27,14-30,3942.9,200.00000000000003
Fluxo_NE-N,27,15-00,3609.8,204.2
Fluxo_NE-N,27,15-30,3353.3,163.2
Fluxo_NE-N,27,16-00,3390.4,178.6
Fluxo_NE-N,27,16-30,3332.0,164.5
Fluxo_NE-N,27,17-00,3324.3,182.90000000000003
Fluxo_NE-N,27,17-30,3933.3,124.19999999999999
Fluxo_NE-N,27,18-00,5115.2,320.6
Fluxo_NE-N,27,18-30,5252.1,339.0
Fluxo_NE-N,27,19-00,5357.3,358.00000000000006
Fluxo_NE-N,27,19-30,5291.6,340.29999999999995
Fluxo_NE-N,27,20-00,3224.5,220.0
Fluxo_NE-N,27,20-30,3354.9,313.7
Fluxo_NE-N,27,21-00,4887.0,333.5
Fluxo_NE-N,27,21-30,4355.1,87.4
Fluxo_NE-N,27,22-00,3743.0,252.2
Fluxo_NE-N,27,22-30,2724.6,182.2
Fluxo_NE-N,27,23-00,2500.6,216.70000000000002
Fluxo_NE-N,27,23-30,2437.2,236.1
Fluxo_NE-N,28,00-00,3154.1,308.4
Fluxo_NE-N,28,00-30,3142.9,325.29999999999995
Fluxo_NE-N,28,01-00,3079.8,380.3
Fluxo_NE-N,28,01-30,2967.2,373.1
Fluxo_NE-N,28,02-00,2836.5,380.29999999999995
Fluxo_NE-N,28,02-30,2652.5,313.5
Fluxo_NE-N,28,03-00,2631.8,387.1
Fluxo_NE-N,28,03-30,2603.8,338.3
Fluxo_NE-N,28,04-00,2588.0,297.0
Fluxo_NE-N,28,04-30,2509.4,350.79999999999995
Fluxo_NE-N,28,05-00,2449.5,286.9
Fluxo_NE-N,28,05-30,2509.3999999999996,329.70000000000005
Fluxo_NE-N,28,06-00,2502.9,292.5
Fluxo_NE-N,28,06-30,2729.8,312.0
Fluxo_NE-N,28,07-00,3065.6,241.2
Fluxo_NE-N,28,07-30,3245.6,294.29999999999995
Fluxo_NE-N,28,08-00,2881.8,115.0
Fluxo_NE-N,28,08-30,2692.1,114.20000000000002
Fluxo_NE-N,28,09-00,2471.1,71.6
Fluxo_NE-N,28,09-30,2395.2,63.20000000000002
Fluxo_NE-N,28,10-00,2632.6000000000004,106.6
Fluxo_NE-N,28,10-30,2589.9,102.70000000000002
Fluxo_NE-N,28,11-00,2708.9,45.70000000000002
Fluxo_NE-N,28,11-30,2803.3,73.49999999999997
Fluxo_NE-N,28,12-00,3139.7,131.2
Fluxo_NE-N,28,12-30,3243.7,128.7
Fluxo_NE-N,28,13-00,3593.3,209.39999999999998
Fluxo_NE-N,28,13-30,4354.5,108.49999999999997
Fluxo_NE-N,28,14-00,4140.3,176.20000000000002
Fluxo_NE-N,28,14-30,4009.2,128.1
Fluxo_NE-N,28,15-00,3730.1,191.9
Fluxo_NE-N,28,15-30,3483.8999999999996,117.6
Fluxo_NE-N,28,16-00,3464.1,164.89999999999998
Fluxo_NE-N,28,16-30,4975.099999999999,237.89999999999998
Fluxo_NE-N,28,17-00,4864.5,222.4
Fluxo_NE-N,28,17-30,4595.6,121.70000000000005
Fluxo_NE-N,28,18-00,5239.1,295.1
Fluxo_NE-N,28,18-30,5273.0,345.9
Fluxo_NE-N,28,19-00,5361.6,346.7
Fluxo_NE-N,28,19-30,2939.2,120.20000000000005
Fluxo_NE-N,28,20-00,2836.4,88.6
Fluxo_NE-N,28,20-30,3168.5,104.5
Fluxo_NE-N,28,21-00,4891.0,183.4
Fluxo_NE-N,28,21-30,4556.4,172.5
Fluxo_NE-N,28,22-00,3959.3,193.2
Fluxo_NE-N,28,22-30,2837.4,175.9
Fluxo_NE-N,28,23-00,2514.8,184.4
Fluxo_NE-N,28,23-30,2477.0,252.1
Fluxo_NE-N,29,00-00,2601.6,100.0
Fluxo_NE-N,29,00-30,3115.8,321.70000000000005
Fluxo_NE-N,29,01-00,3041.4,358.70000000000005
Fluxo_NE-N,29,01-30,2807.3,342.2
Fluxo_NE-N,29,02-00,2618.1,341.2
Fluxo_NE-N,29,02-30,2572.8,322.8
Fluxo_NE-N,29,03-00,2479.0,311.19999999999993
Fluxo_NE-N,29,03-30,2421.5,329.20000000000005
Fluxo_NE-N,29,04-00,2382.3,312.0
Fluxo_NE-N,29,04-30,2315.0,323.4
Fluxo_NE-N,29,05-00,2345.7,317.9
Fluxo_NE-N,29,05-30,2304.7,349.30000000000007
Fluxo_NE-N,29,06-00,2339.1,332.4
Fluxo_NE-N,29,06-30,2519.3,322.40000000000003
Fluxo_NE-N,29,07-00,2601.2,246.2
Fluxo_NE-N,29,07-30,2628.4,114.20000000000002
Fluxo_NE-N,29,08-00,2358.2,48.10000000000002
Fluxo_NE-N,29,08-30,2276.6,59.69999999999999
Fluxo_NE-N,29,09-00,2238.7,68.5
Fluxo_NE-N,29,09-30,2111.5,77.59999999999997
Fluxo_NE-N,29,10-00,2133.9,119.09999999999997
Fluxo_NE-N,29,10-30,1882.6,13.700000000000003
Fluxo_NE-N,29,11-00,2108.6,106.4
Fluxo_NE-N,29,11-30,2292.9,80.0
Fluxo_NE-N,29,12-00,2229.2,121.3
Fluxo_NE-N,29,12-30,2264.7,128.8
Fluxo_NE-N,29,13-00,2979.5,196.7
Fluxo_NE-N,29,13-30,3346.5,181.20000000000005
Fluxo_NE-N,29,14-00,4078.8,152.3
Fluxo_NE-N,29,14-30,5374.5,318.6
Fluxo_NE-N,29,15-00,3036.8,135.00000000000003
Fluxo_NE-N,29,15-30,2123.1,17.100000000000023
Fluxo_NE-N,29,16-00,2492.4,125.70000000000002
Fluxo_NE-N,29,16-30,3823.1000000000004,117.0
Fluxo_NE-N,29,17-00,3494.0,153.3
Fluxo_NE-N,29,17-30,2395.9,119.0
Fluxo_NE-N,29,18-00,4321.6,115.30000000000001
Fluxo_NE-N,29,18-30,2394.8,108.0
